report_type,report_year,country,reform_title,reform_description,reform_year,coder,model_reasoning,precision,modified_precision,recall,total_recall,years identified,RA year count,claude-sonnet-4-6,year_match_claude,gemini-3.1-pro,year_match_gemini,chatgpt-5.5,year_match_chatgpt,reform_id
WBSAR_Egypt,1993,Egypt,"Creation of Semi-Autonomous Curriculum, Examination, and Research Agencies","Ministerial decrees established three semi-autonomous agencies to guide curriculum development, examinations and evaluation, and educational research and development.",1990,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,Environmental Studies Curriculum Introduction,"Introduction of a new national environmental studies subject in grades 1-3, combining science, home economics, agriculture, and social studies to connect learning with children's lives.",1991,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,Primary Curriculum and Textbook Revision,"Development, field-testing, and phased national introduction of new primary textbooks and instructional materials in mathematics, science, Arabic, religion, art, and physical education, with population, environmental, and tourism topics integrated into the curriculum.",1992,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,National Assessment and Semiannual Examination Reform,Assessment reform revising national achievement tests to include reasoning and critical-thinking questions and devising semiannual examinations to improve test validity and reduce reliance on end-of-year and end-of-cycle examinations.,1991,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,GAEB Responsibility for School Maintenance,Institutional reform assigning the General Authority for Educational Buildings responsibility for school maintenance.,1991,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,Education Support Fund and School Maintenance Fees,"Financing reform institutionalizing school maintenance through creation of the Education Support Fund and annual maintenance fees for primary, preparatory, and secondary students, with revenues directed to GAEB and local councils for maintenance.",1992,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,Higher Commission for Training,"Ministerial Decree No. 219 created a Higher Commission for Training to coordinate in-service teacher training with curriculum, testing, and research centers and senior Ministry of Education officials.",1992,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,Basic Education Improvement Project: School Construction and Maintenance,"IDA-financed government project component to construct and equip primary and preparatory schools in seven governorates, target underserved girls and poor children, establish school maintenance arrangements, train maintenance staff, and strengthen school construction and maintenance planning capacity.",1993,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,Basic Education Improvement Project: In-Service Teacher Training System Strengthening,"IDA-financed government project component to establish GDIST units for training module design, production, evaluation, and distance education; create or upgrade regional training centers; produce prototype training modules; and train senior trainers, trainers, and teachers in science, mathematics, and English.",1993,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Egypt,1993,Egypt,Basic Education Improvement Project: Institutional Development and EMIS,"IDA-financed government project component to strengthen Ministry of Education management, planning, and policy analysis through staff training, creation and maintenance of a Technical Committee for Institutional Development, development of EMIS capacity, and expansion of education data systems at central and governorate levels.",1993,chatgpt-5.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,The Second Five-Year Plan (1962-67),"An educational policy began to be defined with the Second Five-Year Plan (1962-67). In addition to quantitative growth, this Plan stressed improvements in quality and the relationship of the system to national needs particularly at secondary and university levels.",1962,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,First project for education,"Two education projects already assisted by IDA in Ethiopia; these projects, financed in 1966 and 1971 respectively, are helping secondary, technical, agricultural, and teacher education and assisting a broadening of the curricula at various levels. The first project has been successfully completed.",1966,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,First project for education,"Ethiopia has received two IDA credits for education. The first project, financed in 1966 and now successfully completed, assisted the expansion of secondary, technical and teacher education and the diversification of the curricula at various levels. ",1966,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Start of systemic planning at the university,"Improvements in the quality and re-orientation of the content of education were also only partially successful. At the university, systematic planning started only in 1969.",1969,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,New Institute for the training of junior secondary school teachers,A new Institute for the training of junior secondary school teachers was established in 1969 in provisional facilities in the Addis Ababa Technical School,1969,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,New training college for secondary teachers of French (Ecole Normale Superieure),A training college for secondary teachers of French (Ecole Normale Superieure) was established in Addis Ababa in 1969-70,1969,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Second project for education,"Two education projects already assisted by IDA in Ethiopia; these projects, financed in 1966 and 1971 respectively, are helping secondary, technical, agricultural, and teacher education and assisting a broadening of the curricula at various levels. Implementation of the second project is proceeding satisfactorily.",1971,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Second project for education,"Ethiopia has received two IDA credits for education. The second project, financed in 1971, is assisting teacher and agricultural education and a limited growth of secondary education to improve its quality and geographical distribution. The implementation of this project is proceeding satisfactorily.",1971,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,The Third Five-Year Plan (TFYP),"The Third Five-Year Plan (TFYP), which the government has recently revised and extended for a sixth year to 1973-74, aims at strengthening national unity, broadening the monetization of the economy, expanding employment and reaching and sustaining a 5.5% annual growth in GDP. The Third Plan gives priority to agriculture and to infrastructure which directly supports agriculture, such as feeder roads, research and training. ",,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Modification to the syllabi of the individual science subjects,The syllabi of the individual science subjects have been modified for relevance to Ethiopian conditions and include now an adequate emphasis on environmental studies.,,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Reorganization of the system of production and distribution of textbooks and visual aids,"The Government is, therefore, reorganizing its system of production and distribution of textbooks and visual aids with a view to establishing a business-oriented semi-autonomous Educational Materials Production Center, operating under the Commercial Code. ",,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Development of a mechanism for continuing improvements in the curriculum and in the individual courses,"A mechanism for continuing improvements in the curriculum and in the individual courses has been developed; since development of a sound curriculum is essential, the finalized curriculum would be sent to the Association for review and comment within one year of signing of the Credit Agreement. ",,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Introduction of Amharic as the medium of instruction,Improvements in the quality and re-orientation of the content of education were also only partially successful. At the primary level no substantial changes occurred except for the introduction of Amharic as the medium of instruction.,,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,The first IDA education project,"Improvements in the quality and re-orientation of the content of education were also only partially successful.  At the secondary level, the first IDA education project had a major impact in introducing a diversified curriculum including pre-vocational streams in agriculture, industrial art, commerce and home economics.",,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Agreement to add or replace classrooms,"The government has an agreement with the Swedish International Development Authority (SIDA) to add or replace about 5,000 classrooms by June 1974",,Esther,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,New diversified curriculum,"A diversified curriculum including industrial arts, commerce, home economics and agriculture was introduced in 54 new and 23 existing secondary schools with the first IDA education project. The use of the new curriculum has just started.",,Esther,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,First IDA Education Project – Secondary and Technical Education Expansion,"IDA-financed project that assisted the expansion of secondary, technical, and teacher education and introduced a diversified curriculum at various levels including pre-vocational streams in agriculture, industrial arts, commerce, and home economics in 54 new and 23 existing secondary schools.",1966,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Second IDA Education Project – Teacher and Agricultural Education,"IDA-financed project assisting teacher and agricultural education including construction of new Teacher Training Institutes, a new Teacher Training College at Nazareth, expansion of Jimma Agricultural Institute, an Academy of Pedagogy, and limited growth of secondary education to improve quality and geographical distribution.",1971,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Education Sector Review and Long-Term Educational Development Strategy,"The Ethiopian government conducted a comprehensive sector review organized by 14 task forces and adopted a long-term educational development strategy. The Council of Ministers approved major policy decisions including prioritizing primary and adult education, restructuring the school system into Minimum Formation Education (4 years), Middle School (4 years), and Senior Secondary (4 years), introducing work-oriented non-formal education, using radio to extend education nationwide, decentralizing education administration, restructuring the Ministry of Education, and introducing tuition fees with a student loan scheme at post-secondary level.",1973,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Third IDA Education Project – Science,"Agricultural Training, and Educational Materials, IDA-financed interim investment project providing renovation and expansion of the Science Center of Haile Selassie I University, expansion of the Science Curriculum Development Center, establishment of an Educational Materials Production Center, construction of three new Agricultural Training Centers, expansion of the Animal Health Institute, and a Training Center for the Ethiopian Orthodox Church Development Commission, along with technical assistance for implementing educational reforms.",1973,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Establishment of the Educational Materials Production Center,The government reorganized its system for production and distribution of textbooks and visual aids by establishing a semi-autonomous Educational Materials Production Center operating under the Commercial Code with a publishing capacity of 3.5 million copies per year to serve primary and secondary schools nationwide.,1973,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Establishment of the National Council for Teacher Education,"The government established the National Council for Teacher Education (NCTE) to coordinate all teacher training activities in the country, establish better links between the Ministry of Education and teacher training agencies, and assist in designing pre-service and in-service teacher training schemes.",1973,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Establishment of the National Vocational Training Center,A National Vocational Training Center was established under the Ministry of National Community Development and Social Affairs with UNDP assistance and ILO as executing agency to provide accelerated courses for skilled workers.,1972,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Junior Secondary Teacher Training Institute Establishment,A new institute for the training of junior secondary school teachers was established in 1969 in provisional facilities in the Addis Ababa Technical School offering a two-year program following grade 12.,1969,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Ecole Normale Superieure – Secondary Teacher Training College for French,A training college for secondary teachers of French was established in Addis Ababa in 1969-70 under the administrative responsibility of the Ministry of Education and almost entirely financed by foreign assistance.,1970,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Primary School Building Program with SIDA,"The government entered into an agreement with the Swedish International Development Authority to add or replace approximately 5,000 classrooms by June 1973 through an Elementary School Building Unit implementing the scheme with SIDA providing technical assistance and 50% of the cost.",1973,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Introduction of Diversified Secondary Curriculum,"The first IDA education project introduced a diversified curriculum including industrial arts, commerce, home economics, and agriculture in 54 new and 23 existing secondary schools across Ethiopia.",1966,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Education Tax on Urban Land and Personal Income,"The government introduced an education tax on urban land and personal income to generate additional revenue for financing education, yielding approximately Eth$5 million per year.",1973,claude-sonnet-4-6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,First IDA Education Project,"A donor-financed education project that expanded secondary, technical, and teacher education and introduced a diversified curriculum, including pre-vocational streams in agriculture, industrial arts, commerce, and home economics, into secondary schools.",1966,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Establishment of Institute for Junior Secondary Teacher Training,"Creation of a new institute in Addis Ababa offering a two-year program following grade 12 to train junior secondary school teachers, replacing a phased-out university program.",1969,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Establishment of Ecole Normale Superieure,Establishment of a training college in Addis Ababa under the administrative responsibility of the Ministry of Education to train secondary school teachers of French.,1969,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Second IDA Education Project,"A donor-financed project assisting teacher and agricultural education, supporting the expansion and geographic distribution of secondary schools, and establishing new primary and junior secondary teacher training facilities.",1971,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Secondary School Timetable Reduction,A system-wide reduction of the secondary school timetable from 40 periods of 40 minutes each to 30 periods of 45 minutes each per week to improve cost distribution and reduce teacher costs.,1971,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Establishment of the National Vocational Training Center,"Establishment of a national center under the Ministry of National Community Development and Social Affairs, assisted by UNDP and ILO, to provide accelerated courses for skilled workers.",1972,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Education Sector Review Policy Decisions,"Major policy decisions formally adopted by the Council of Ministers to restructure the school system into a 4-4-4 cycle, shift to practical and work-oriented education, extend the school year to 210 days, introduce post-secondary tuition fees with a student loan scheme, and decentralize educational administration.",1973,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Education Tax on Urban Land and Personal Income,Introduction of a new education tax on urban land and personal income to generate national revenue for financing education.,1973,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,SIDA Primary School Building Program,"A government scheme implemented by the newly established Elementary School Building Unit (ESBU) and supported by the Swedish International Development Authority to systematically add or replace 5,000 primary school classrooms.",,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Introduction of Amharic as Medium of Instruction,A systemic instructional reform introducing Amharic as the primary medium of instruction across the primary education system.,,gemini-3.1-pro,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,First IDA Education Project,"IDA-financed education project supporting expansion of secondary, technical, and teacher education and diversification of curricula at various levels.",1966,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Second IDA Education Project,"IDA-financed education project supporting teacher and agricultural education, limited secondary education growth, and improvements in quality and geographic distribution.",1971,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Education Sector Review Strategy Adoption,Government acceptance of the major recommendations of the Education Sector Review to develop a new long-term education strategy aligned with national development needs and financial constraints.,1972,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Priority to Primary Schooling and Adult Education,Council of Ministers policy decision giving priority to primary schooling and adult education while linking secondary and tertiary growth to manpower requirements.,1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Work-Oriented Education Reform,"Council of Ministers policy decision to make education practical and work-oriented, with particular emphasis on rural skills.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Rural and Non-Government School Subsidy Policy,"Council of Ministers policy decision to prioritize rural and less developed areas, encourage non-government schools where government schools do not exist, and allocate 2-3 percent of the recurrent education budget for subsidies.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Educational Radio Service Reform,Council of Ministers policy decision to use radio service to extend education nationwide.,1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,School System Restructuring,"Council of Ministers policy decision to restructure schooling into four years of Minimum Formation Education, four years of Middle School Education, and four years of Senior Secondary Education, with a two-year course for youth aged 12-16, work-oriented non-formal education, shift use, and an extended school year.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Teacher Qualification and Upgrading Reform,Council of Ministers policy decision to use a mixture of teachers with high and lower formal qualifications and expand upgrading courses.,1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Post-Secondary Tuition Fees and Student Loan Scheme,Council of Ministers policy decision to introduce tuition fees at the post-secondary level accompanied by a student loan scheme.,1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Education Administration Decentralization and Ministry Restructuring,"Council of Ministers policy decision to decentralize education administration, restructure the Ministry of Education head office, and establish inter-ministerial commissions.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Third IDA Education Project Interim Investment Program,"IDA-financed interim investment program to improve science teaching and educational materials, expand trained agricultural manpower, and use the Ethiopian Orthodox Church rural education network more effectively.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Haile Selassie I University Science Center Expansion,"Project-supported renovation and expansion of the Science Center of Haile Selassie I University to expand science instruction, laboratories, and science teacher preparation capacity.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Science Curriculum Development Center Expansion,"Project-supported replacement and expansion of the Ministry of Education Science Curriculum Development Center to strengthen science curriculum development, testing, examination evaluation, handbooks, teacher guides, in-service training, and science equipment prototype development.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Educational Materials Production Center Establishment,Government reorganization of textbook and visual-aid production and distribution through establishment of a business-oriented semi-autonomous Educational Materials Production Center.,1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Agricultural Training Centers Establishment,"Project-supported creation of three agricultural training centers to provide practical field-assistant training and short courses for farmers in Gojjam, Kaffa, and Wollo.",1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Animal Health Institute Expansion,Project-supported expansion of the Ministry of Agriculture Animal Health Institute at Debre Zeit to increase training capacity for animal health assistants.,1973,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ethiopia,1973,Ethiopia,Ethiopian Orthodox Church Development Commission Training Center,"Project-supported establishment of a training center for Ethiopian Orthodox Church clergymen in applied science, agriculture, community development, hygiene, and arithmetic to mobilize the Church rural education network for development.",1973,chatgpt-5.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Development of ODECA-ROCAP books,"The ODECA-ROCAP books were developed
during the 1960s",1960,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,The first education project,"The first education project, begun in 1968, provided a loan of US$6.3
million for construction, furnishing, and equipping of 14 new secondary schools,
a secondary teacher training institution at San Carlos University (EFPEM), and
expansion of facilities at the Agricultural Technical Institute (ITA). The
project is now complete and all schools are open. The project was designed
to help develop and expand pre-vocational education at the secondary level, to
provide qualified teachers in these areas, and to improve and expand the supply
of agricultural technicians. ",1968,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,The First Education Project ,"The Bank has supported two education projects in Guatemala. The
First Education Project (Loan 576-GU, US$6.3 million) was approved in
December 1968. The project financed the construction of 14 new secondary
schools with 8,000 student places, a secondary teacher training institution
with 700 student places and expansion of facilities at the Agricultural Tech-
nical Institute. The project also financed specialist services and fellow-
ships for secondary school curriculum development and for training teachers.",1968,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Distribution of ODECA-ROCAP books,"From 1970 to 1974 some 110,000 copies per subject of the
ODECA-ROCAP books were distributed by the government to public schools. This
means that there was one copy for every four students",1970,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Revision of curriculum,the curriculum was revised during the 1970s,1970,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Development of four curricula,"Four curricula were developed in Guatemala during the
1970s attempting to emphasize a problem solving approach instead of purely
theoretical concepts and memorization practice used in more traditional cur-
ricula. ",1970,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,The 1975-79 Education Plan,the 1975-79 Education Plan proposes ambitious new programs,1975,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,"1975-1979 Development Plan for Education, Science and Culture","In 1975 the National Planning Council prepared a 1975-1979 Develop-
ment Plan for Education, Science and Culture",1975,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,The Second Education Project,"The Second Education Project (Loan 1212-GU, US$14.5 million) was
approved in March 1976 and is scheduled to be completed on June 30, 1983.
The purpose of the project is to continue expanding and improving the
secondary education program financed by the first education loan. Sixteen
out of 21 secondary schools have been constructed and the remaining 6 are
about 80% completed.",1976,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Establishment of the Planning Office (USIPE),"the Planning Office (USIPE), which was estab-
lished in 1976 to provide technical assistance to all MOE programs",1976,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Appointing of an ad-hoc Basic Textbook Commission,"Textbook manuscripts have been developed by an ad-hoc Basic
Textbook Commission appointed in November 1982. ",1982,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Rural primary education project ,"Three basic education projects are expected to receive external
financing: (a) a rural primary education project was submitted to IDB and
was signed in March 1983. It aims at increasing school enrollment in rural
areas by providing some 25,000 new student places;",1983,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Textbook program,"The textbook program for 1983-1990 would
have two overlapping phases (Annex 3). The first phase (1983-1987) was
designed by the government to accomplish three goals: (a) to test in the
field the textbook manuscripts; (b) to pilot, on a small scale, the produc-
tion and distribution functions of CENALT*X; and (c) to provide textbooks and
workbooks to the most needy children of the Altiplano and northern regions of
the country. The second phase (1985-1990) would aim at national coverage
with provision of textbooks for all children in the six primary school
grades. The project would support the first four years of the program,
1983-1987, including the first phase and part of the second phase.",1983,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Increased investment in education,the government has recently increased significantly its investment in education,,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Project,"The proposed project is designed to assist the government in imple-
menting more fully the objectives supported by the first project, especially
through programs of teacher training and technical assistance, and to com-
plement government efforts in non-formal and primary education which are
underway with assistance from other bilateral and multilateral institutions.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,National development plan,"In mid-1975 the govern-
ment completed a national development plan as well as specific plans for
agriculture and education. The main objectives of the National Plan are to
continue economic growth, to establish greater self-sufficiency in basic foods
and materials, and to distribute income more equitably. In agriculture the
main aims are to expand production and reserves of basic grains, to increase
exports, and to improve the life of the small farmer. In manufacturing the
aim is to increase industrial output and exports through labor intensive
industries, and in services the aim is to expand health, education and
tourism. ",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,New curriculum outline for lower secondary schools,"The government's new curriculum outline for lower secondary schools
would provide 10 class periods a week (out of 32 class periods) of introduc-
tions to industrial, agricultural, commercial and home economics subjects
to be offered to both girls and boys. These courses would be designed to
assist students in choosing further on-the-job or non-formal training and to
direct continuing students towards more relevant further studies.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Project,"The project would provide for cons-
truction, furnishing, and equipping of two new experimental agricultural train-
ing schools, to be located in the priority western highlands and northern
regions of the country. Each school would have student places and full board-
ing facilities for 180 students, principally rural Indian youths; and the
school in the western highlands would also have 30 places for non-formal
training of farmers and others. The main training course in each school
would be 3 years in length and would be designed to prepare about 120 students
per year who would perform direct functions in agricultural development by
employment in government service, on farms, in farmer youth clubs, and in
the proposed non-formal education and training activities. New students
would have to be at least 13 years old and provide evidence of completion
of primary school or an equivalent reading and mathematical achievement.
Since graduates would perform direct functions in agricultural development,
principally in the rural disadvantaged areas, entrance requirements would
give due consideration of the linguistic and socio-economic background of
students necessary to meet the schools' objectives.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Establishment of a joint council of the Ministries of Education and Agriculture,"Agricultural Training Schools. The government has pro-
posed to administrate these schools through a joint council of the Ministries
of Education and Agriculture. This council would be established and its
director appointed within six months of the signing of the Loan Agreement.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,The Reconstruction Project,"The Bank also supported school construction as part of the
Reconstruction Project (Loan 1314-GU, US$4.2 million), which assisted the
government in its reconstruction efforts following the 1976 earthquake.
Thirteen schools with 4,320 students places were built. ",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Development of bilingual textbooks ,"Bilingual textbooks have been developed in four languages for the
first two primary school grades",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Adoption of a new curriculum,A new curriculum was recently adopted by the government.,,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Plan,"Reduced repetition and drop out
rates are necessary to improve efficiency of the sector. During the plan,
repetition rates are anticipated to fall from 17.2% to 12%. ",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Textbook program,"A textbook program has been prepared to provide all school
children with adequate textbooks in the next eight years. Curriculum developments would run parallel to textbook provisions, training
of teachers and increased provision of teaching aids.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Revision of curriculum,"The curriculum is
being revised to meet the needs of rural and non-Spanish speaking students. Curriculum developments would run parallel to textbook provisions, training
of teachers and increased provision of teaching aids.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Program to build schools in marginal urban areas and to provide textbooks was submitted to IBRD,"Three basic education projects are expected to receive external
financing: (b) a program to build
schools in marginal urban areas and to provide textbooks was submitted to
IBRD;",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Program to expand and improve out-of-school education programs,"Three basic education projects are expected to receive external
financing: (c) a program to expand and improve out-of-school education
programs was recently approved by USAID.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Project,"The project would support the first four years of the program,
1983-1987, including the first phase and part of the second phase.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Project developing bilingual education materials,"The bilingual education materials have been developed for the MOE
under a separate project with USAID.",,Esther,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Adaptation of the series developed by OPECA-ROCAP to the curriculum,"Textbook manuscripts have been developed by an ad-hoc Basic
Textbook Commission appointed in November 1982. This group has adapted to
the Guatemalan curriculum the series developed during the 1960s by OPECA-
ROCAP. ",,Esther,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,First Education Project – Secondary Schools and Teacher Training,"World Bank-financed project begun in 1968 providing US$6.3 million for construction, furnishing, and equipping of 14 new secondary schools, a secondary teacher training institution at San Carlos University (EFPEM), and expansion of facilities at the Agricultural Technical Institute (ITA) to develop and expand pre-vocational education at the secondary level and improve the supply of agricultural technicians.",1968,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Establishment of Curriculum Department in Ministry of Education,The government established a Department of Curriculum Development within the Ministry of Education to plan qualitative aspects of education including curriculum reform and teacher training and to supervise educational aspects of World Bank-supported projects.,1975,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,1975-1979 Development Plan for Education Science and Culture,"The National Planning Council prepared a five-year education development plan proposing ambitious programs for expansion and quality improvement across primary, secondary, non-formal, and higher education levels with increased capital and recurrent expenditure targets.",1975,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Guatemala,1976,Guatemala,Lower Secondary Pre-Vocational Curriculum Reform,"The government introduced a new curriculum outline for lower secondary schools providing 10 class periods per week of introductions to industrial, agricultural, commercial, and home economics subjects for both girls and boys to better align secondary education with national development needs.",1975,claude-sonnet-4-6,,,,,,,,,,,,,,
